Tanggal,Tn,Tx,Tavg,kelembaban,curah_hujan,matahari,kecepatan_angin,kecepatan_angin,,
29-07-2021,23.7,30.8,25.8,92,13.2,2.7,2,80,,
30-07-2021,23.2,31.4,27.1,81,2.9,2.6,2,110,,
31-07-2021,23.8,32.6,27.5,82,0,9.8,3,70,,
01-08-2021,24,31.8,28.2,82,0,8,3,80,,
02-08-2021,23.8,32.6,27,85,2.5,7.8,2,210,,
03-08-2021,24.2,31.2,27,90,2.5,5,2,130,,
04-08-2021,23,29.6,25,94,12.5,8.1,2,300,,
05-08-2021,23,29.8,25.8,82,1,1,2,120,,
06-08-2021,22.8,34.8,27.3,78,0,1.4,3,70,,
07-08-2021,24,31.8,27.2,78,0,7.3,2,110,,
07-08-2021,24,31.8,27.2,78,0,7.3,2,110,,
08-08-2021,22.4,30,25.3,90,18,7.7,2,170,,
09-08-2021,22.6,31.1,26.1,85,0,6.3,3,80,,
10-08-2021,23.2,30.8,26,84,8.5,6.1,3,90,,
11-08-2021,23.4,31.2,26.7,84,0,4.9,2,140,,
12-08-2021,22.6,31.4,26.8,80,0,7.6,3,100,,
13-08-2021,23,30.8,25.8,89,0,9.4,2,170,,
14-08-2021,23.2,31.2,26.6,80,14.5,3,2,80,,
15-08-2021,22,28.2,24.2,90,46.5,7.7,2,290,,
16-08-2021,20,31.6,26.1,87,14.8,1,2,70,,
17-08-2021,22.4,30,24.8,94,1.5,8.3,1,290,,
18-08-2021,22.2,31.4,26.3,82,3,2.2,2,100,,
19-08-2021,22.8,30.8,26.1,85,6.1,9.6,2,120,,
20-08-2021,23.2,31,26.2,88,0,5.8,2,200,,
21-08-2021,23,31.4,26.6,80,0,4.3,2,220,,
22-08-2021,23.2,31.2,26.7,77,0,8.6,5,100,,
23-08-2021,22.2,30.4,23.9,92,30,5.7,3,70,,
24-08-2021,22.4,31,25.6,87,15.5,2.7,2,120,,
25-08-2021,23,30.6,25.8,86,0,7.6,3,100,,
26-08-2021,23,31.2,26.5,80,0,4.9,2,110,,
27-08-2021,22.2,30.2,25.4,89,10.5,6.8,3,90,,
28-08-2021,22.8,31,26.7,86,30,1,2,140,,
29-08-2021,23,31.8,27.1,82,0,5.8,3,80,,
30-08-2021,23.2,30.3,25.7,92,15,9.3,2,300,,
31-08-2021,23.8,31,26.9,88,0.2,2.8,2,290,,
01-09-2021,23.3,28.2,24.5,92,25,0.3,2,280,,
02-09-2021,23.2,35,27.5,75,6,2.1,3,80,,
03-09-2021,23.2,28.8,25.3,94,0,10.6,2,280,,
04-09-2021,23.4,31.6,26.7,90,7,1,2,110,,
05-09-2021,23.6,32.2,27,88,0,6.4,2,290,,
06-09-2021,23.6,30.6,26.2,86,0,5.9,3,110,,
07-09-2021,23.2,31.4,26.5,86,0,2.7,3,90,,
08-09-2021,23,31.2,26.2,90,12,9.2,2,110,,
09-09-2021,23,32,27.2,88,12.5,7.7,3,90,,
10-09-2021,23,29.9,25.7,90,2,8,2,70,,
11-09-2021,22.8,30,25.9,93,11.5,1,2,100,,
12-09-2021,23.2,31.6,26.8,88,0,0.6,2,100,,
13-09-2021,23,30.7,28,84,0,7.8,2,80,,
14-09-2021,23,29.8,26,89,2.5,4.8,2,100,,
15-09-2021,22.6,32.2,27.2,86,0,0.3,3,90,,
16-09-2021,24,29,24.4,96,0,9.3,1,290,,
17-09-2021,22.6,31.8,26.7,84,82,1,2,290,,
18-09-2021,23.1,28.2,24.1,98,30.4,9.2,2,290,,
19-09-2021,22.2,28.8,25.1,94,27.6,1,2,290,,
20-09-2021,22.4,31.2,26.4,87,0.3,0.3,2,150,,
21-09-2021,24,30.4,26.2,92,5.3,5.3,2,110,,
22-09-2021,22.4,32.2,27.4,79,0,2.6,3,100,,
23-09-2021,23.6,35,26.6,85,0,10.4,2,110,,
24-09-2021,23.4,30,25.3,94,5.5,4.7,2,90,,
25-09-2021,22.2,32.8,26.5,85,1,0.5,2,120,,
26-09-2021,23.4,31.6,26.7,86,0,8.3,2,80,,
27-09-2021,22.8,32.5,26.9,85,0,6,2,140,,
28-09-2021,23.8,30.6,26.3,90,0.5,6.8,1,300,,
29-09-2021,23.4,31.8,27,87,5,1.3,2,260,,
30-09-2021,23.8,32,27.5,84,1.5,6.8,4,90,,
01-10-2021,24,31.6,26.8,88,0,9.1,3,90,,
02-10-2021,23.4,27.8,25.2,96,10,7.2,1,310,,
03-10-2021,22.8,30.8,26.1,88,0.5,1,2,90,,
04-10-2021,23,31.8,27.5,82,0.2,3.8,3,70,,
05-10-2021,23.8,33.7,27.8,82,0,10.3,2,100,,
06-10-2021,23.6,30.6,26,94,7.3,5.3,3,90,,
07-10-2021,24,31.2,27.5,88,0,3.1,1,110,,
08-10-2021,23.4,32.2,27.3,86,0,6.1,2,70,,
09-10-2021,23.6,32.7,27.3,84,0,1.7,2,210,,
10-10-2021,24,32.8,28,82,0,6.5,2,80,,
11-10-2021,23,29.2,25.6,96,7.3,7.9,1,180,,
12-10-2021,23.2,32.3,27.2,86,2.5,0.2,2,120,,
13-10-2021,24.4,32.2,27.8,87,0,9,3,100,,
14-10-2021,23.9,31.2,26.7,90,0,5.8,2,200,,
15-10-2021,23,32.4,27.3,84,0,2.8,3,80,,
16-10-2021,24,32.6,28.5,77,0,10.3,4,80,,
17-10-2021,24.2,29.8,25.2,96,0,10.3,2,100,,
18-10-2021,23.2,32.2,27.3,86,8.5,1,2,100,,
19-10-2021,23.8,29.8,26.2,86,0,9.8,2,70,,
20-10-2021,23.4,31.4,26.8,87,4,2.1,1,290,,
21-10-2021,22.8,30.2,26.3,89,0,4.6,2,190,,
22-10-2021,23.6,28.1,25.5,95,22,1.3,1,270,,
23-10-2021,23,31.8,26.9,90,2,1,2,120,,
24-10-2021,23.2,28.8,25.4,93,0,9.3,1,190,,
25-10-2021,22.8,29.8,25.6,94,7,2,3,90,,
26-10-2021,22.8,32.8,27.8,78,0,1.3,3,90,,
27-10-2021,23.4,32.2,26.3,88,0,10.1,2,90,,
28-10-2021,22.2,31.2,25.5,93,17,3.9,2,80,,
29-10-2021,23.4,32,27,86,0,4.3,4,80,,
30-10-2021,22.8,33,27.3,84,0,7.5,2,100,,
31-10-2021,20,32.2,27.4,84,0,9.2,4,100,,
01-11-2021,24,30.4,26.3,91,2.5,8.7,2,270,,
02-11-2021,23.2,31.4,26.3,90,76.4,0.9,4,90,,
03-11-2021,24.2,32.6,27.9,84,0,5.6,2,90,,
04-11-2021,23.4,30.8,26.8,80,0,7.9,2,80,,
05-11-2021,23.6,31.8,27.4,86,0.5,0.9,2,120,,
06-11-2021,24,31.5,26.4,86,0,7.8,2,110,,
07-11-2021,23,31.5,26.7,86,53,5.3,3,90,,
08-11-2021,23.6,31.8,27.3,74,0,8,3,80,,
09-11-2021,24.1,31.4,26.9,86,0,9.9,3,280,,
10-11-2021,23,30.5,25.6,92,40,1.8,2,90,,
11-11-2021,23.4,29.4,25.4,95,2,2,2,290,,
12-11-2021,23.8,31.4,27.2,80,2,0.8,2,90,,
13-11-2021,24,31.4,27,84,0,4.4,2,100,,
14-11-2021,23.4,31.8,27.1,83,0,4.8,2,110,,
15-11-2021,24.2,31.1,26.8,90,1,5.9,2,130,,
16-11-2021,23.6,30.8,26.6,86,0,5.3,3,110,,
17-11-2021,24,31,25.6,94,0.5,5.5,2,240,,
18-11-2021,23,28,25.4,93,20.4,4.4,1,300,,
19-11-2021,22.6,31.4,26.4,88,1,1,3,90,,
20-11-2021,23.5,32.2,26.9,76,0,9.9,3,90,,
21-11-2021,24.1,30.2,26.8,86,0,9.2,2,80,,
22-11-2021,23.9,32.2,27.8,83,0,1,2,120,,
23-11-2021,23.8,32.7,27.7,83,0,8.8,2,110,,
24-11-2021,24.8,29.4,26.7,92,5.2,7.8,2,60,,
25-11-2021,22.2,32.7,26.7,83,0,1,3,110,,
26-11-2021,23.4,31.2,26.4,86,0,5.9,2,110,,
27-11-2021,23.6,31.4,27,84,1,3.1,2,100,,
28-11-2021,22.9,31.6,26.4,88,14.7,6.9,3,70,,
29-11-2021,23.6,32.2,27.3,82,0,7.4,4,80,,
30-11-2021,23.6,30.8,26.8,85,0,8.1,3,90,,
01-12-2021,23.9,31.2,27.6,87,0,0.9,2,90,,
02-12-2021,24.2,30.5,27.7,85,3.5,1.2,1,110,,
03-12-2021,23.6,31.7,27.6,85,0,0.2,1,150,,
04-12-2021,23,31.4,28.8,78,1.5,0.8,3,70,,
05-12-2021,23.6,32,28.3,80,0,6.5,3,90,,
06-12-2021,23.2,31.9,28,84,1.5,1.9,3,70,,
07-12-2021,23.8,31.8,27.4,90,6.3,5.3,2,70,,
08-12-2021,24.2,30.1,27.1,91,12.5,4,2,80,,
09-12-2021,23.2,31.4,27.9,85,8.7,0.3,2,80,,
10-12-2021,23,31.2,28.4,84,2,5,3,80,,
11-12-2021,23.8,31.8,27.1,91,0,6,2,90,,
12-12-2021,23.3,31.4,27.5,88,15.1,3.7,2,110,,
13-12-2021,23.6,30.8,27.6,87,2.5,3.5,3,80,,
14-12-2021,23.6,30.6,27.4,88,0,1,3,100,,
15-12-2021,23.3,33.8,29,80,0.6,0.7,3,90,,
16-12-2021,23,33.6,29.4,77,0,6.6,3,70,,
17-12-2021,23.3,30,26.5,90,11.5,4.7,2,90,,
18-12-2021,22.7,30.8,26.6,91,0.5,0.4,2,110,,
19-12-2021,23.9,30,27.6,86,13.2,4.1,3,100,,
20-12-2021,23.6,31.2,27.7,83,1.5,4.9,3,90,,
21-12-2021,23.2,31.4,28.3,83,11.9,7.7,4,80,,
22-12-2021,24.8,30,26.8,90,0,8.1,2,60,,
23-12-2021,23,28.2,26.1,93,4,0.2,1,260,,
24-12-2021,22.6,31.2,27,86,2.2,1,2,110,,
25-12-2021,22.3,30.6,27.7,85,7.5,5.1,2,110,,
26-12-2021,23.1,31.6,26.6,91,1.4,5.1,2,130,,
27-12-2021,22.8,30.3,26,92,14.5,4.4,2,130,,
28-12-2021,23.3,29,26.4,92,7.3,1.8,2,70,,
29-12-2021,23.2,29,26.4,90,4,0.1,3,110,,
30-12-2021,23.2,31.2,27.6,84,9.7,1,3,90,,
31-12-2021,23.8,31,27.3,86,6,7.7,2,60,,
01-01-2022,23.8,31,27.3,83,0,0.8,3,90,,
02-01-2022,24,30,26.6,90,1.5,2.8,2,90,,
03-01-2022,22.2,30.6,25.7,88,13.2,0.8,2,90,,
04-01-2022,22.8,31.6,25.6,91,3.6,0.8,2,90,,
05-01-2022,23,28.6,25.5,92,9.5,3.9,2,280,,
06-01-2022,22.8,30.2,26,88,0,1,3,80,,
07-01-2022,23.8,32.2,27.1,74,0,4.7,3,100,,
08-01-2022,21.8,32.2,26.9,82,0,9.3,3,80,,
09-01-2022,24,30.6,26.1,84,0,7.3,2,90,,
10-01-2022,21.8,31.4,26.2,84,15.2,0.3,2,100,,
11-01-2022,23.8,31,26.9,84,0,9.7,2,80,,
12-01-2022,24.1,31.2,26.6,89,1,5.2,3,110,,
13-01-2022,23.4,31.4,26.8,92,0,6.6,2,130,,
14-01-2022,23.4,32,26.9,88,1,4.1,3,100,,
15-01-2022,23.9,31.2,26.7,89,0,8.6,3,50,,
16-01-2022,24.4,31.2,26.8,83,0,4.5,2,110,,
17-01-2022,23.2,29.2,25.9,92,10,2.7,2,70,,
18-01-2022,24.4,29.8,26,88,0,0.8,2,80,,
19-01-2022,23.2,30.6,26,92,2.2,0.9,2,140,,
20-01-2022,23.8,29.6,26.2,92,8.3,2.6,2,70,,
21-01-2022,22.8,30.4,25.9,91,4.5,1,2,90,,
22-01-2022,23.8,30.2,26.5,92,3.5,4.9,2,70,,
23-01-2022,24.4,31.4,27.2,84,0,1.3,3,70,,
24-01-2022,23.9,31.8,27.5,84,0,5.5,3,90,,
25-01-2022,24.4,32.8,27.6,87,0,6.8,3,110,,
26-01-2022,24.2,30.8,26.1,86,4.7,7.2,2,110,,
27-01-2022,23.4,32.4,27.6,79,6.4,3.1,4,100,,
28-01-2022,23.5,31.3,26.6,86,0,8.5,2,110,,
29-01-2022,23.8,31.3,26.3,88,0,4,2,90,,
30-01-2022,24.5,29.8,26.5,88,1.5,7.3,2,70,,
31-01-2022,22.8,28.3,25.4,94,8.5,1,2,110,,
01-02-2022,22.4,30,25.8,87,4,1,2,100,,
02-02-2022,23.4,31.2,26.5,83,0,1.9,2,70,,
03-02-2022,24,32.6,27.7,80,0,5.8,2,90,,
04-02-2022,23.6,31.2,26.8,89,5,6.2,2,130,,
05-02-2022,23,31.7,27,83,0,6,5,90,,
06-02-2022,23.2,31.4,26.8,80,0,9.8,3,80,,
07-02-2022,23.4,32,26.9,84,0,6.5,2,90,,
08-02-2022,23.6,32,26.9,84,0,9.3,2,100,,
09-02-2022,23.8,30.8,26.4,90,1.4,3.7,3,90,,
10-02-2022,23.7,31.4,26.8,86,0,3.7,2,160,,
11-02-2022,24,31,27.4,83,0,6.4,3,90,,
12-02-2022,23.9,31,26.4,92,9.5,3.7,3,80,,
13-02-2022,23.4,31.8,26.5,88,2.5,3.5,2,120,,
14-02-2022,23.6,31,26.6,86,0,4.3,4,90,,
15-02-2022,24,30.2,26.5,87,0.9,5.6,3,80,,
16-02-2022,23.6,29.2,26.3,88,0,0.4,2,70,,
17-02-2022,23.5,30.2,26.2,88,42.5,1,3,80,,
18-02-2022,22.8,31.2,26.4,86,0,3.1,3,90,,
19-02-2022,23.5,28.8,25.8,92,23,5.7,2,80,,
20-02-2022,24.1,30.6,26.3,91,1,1,3,100,,
21-02-2022,23.2,30.4,26.2,90,5.1,1.3,3,100,,
22-02-2022,23.4,28.2,24.2,99,43.5,3.4,2,90,,
23-02-2022,21.7,30.6,25.4,89,24.8,1,4,90,,
24-02-2022,23.9,28.3,25.4,94,4.3,7.5,1,100,,
25-02-2022,22.8,30.5,26,88,4.9,0.1,3,90,,
26-02-2022,23.5,30,26.4,88,0,5.4,2,90,,
27-02-2022,23.3,31.9,26.1,91,21.5,0.9,2,70,,
28-02-2022,23.9,30.8,26.7,90,0,1.6,3,90,,
01-03-2022,23.8,31.6,27.2,86,0,1.3,3,90,,
03-03-2022,24.2,30.4,26.8,90,0,6.8,1,70,,
04-03-2022,23.8,32.4,27.5,84,0,1,4,70,,
05-03-2022,24.2,29.8,26.5,88,0,7,2,90,,
06-03-2022,24.2,28.2,25.8,97,72,1,1,160,,
07-03-2022,22.8,31.5,26.4,89,9,0.3,2,120,,
08-03-2022,23.9,31.8,26.8,87,0,6.8,3,90,,
09-03-2022,23.2,29.6,26,91,22,4.7,2,130,,
10-03-2022,23.2,31,26.2,89,0,2.3,4,90,,
11-03-2022,24,29,26,92,0,7,1,250,,
12-03-2022,23.5,32,27.1,87,3,1.3,2,120,,
13-03-2022,24.2,31.8,27.5,83,0,6.7,4,90,,
14-03-2022,23.9,30.2,26.6,91,0,8.3,2,290,,
15-03-2022,22.6,32,27.2,84,0,2,2,120,,
16-03-2022,24.4,31.8,27.8,80,0,9.3,5,90,,
17-03-2022,24.7,31.5,27.4,85,0,8.7,3,90,,
18-03-2022,23.9,31.4,26.5,89,0,4.6,2,190,,
19-03-2022,23.6,32.3,27.2,86,0.3,3.3,2,90,,
20-03-2022,23.7,31.8,27.1,87,0.4,8.9,2,90,,
21-03-2022,23.1,32.4,27,81,0,4.3,5,80,,
22-03-2022,23.9,32,27.5,82,0,7.1,3,70,,
23-03-2022,23.4,31.9,27.2,88,0,9.7,3,90,,
24-03-2022,24.1,29.8,26.3,89,0,7.6,2,70,,
25-03-2022,23.8,30.1,27,89,0.8,1,2,140,,
26-03-2022,24,30.8,26.8,88,0,1,3,90,,
27-03-2022,23.7,31.9,26.4,88,1.4,1.7,2,100,,
28-03-2022,22.6,32.4,25.4,93,7,4.4,2,110,,
29-03-2022,22.5,30,26.1,93,23,5.2,1,160,,
30-03-2022,23.4,30.6,26.4,90,0.5,0.8,2,90,,
31-03-2022,22.6,31.7,26.1,84,25.3,3.3,3,80,,
01-04-2022,22.5,30.6,25.9,92,3.8,5.1,3,80,,
02-04-2022,22.4,31.2,26.2,91,5,2.7,3,90,,
03-04-2022,23.7,31.8,27.6,85,2.3,1.2,3,90,,
04-04-2022,23.9,31.4,26.4,90,3,5.4,2,120,,
05-04-2022,22.9,32.4,27.1,88,20.5,0.6,3,70,,
06-04-2022,23.4,32.2,27.2,85,0,5.7,3,70,,
07-04-2022,23.4,32,27.2,84,0,10.3,2,110,,
08-04-2022,24.2,32,27.8,83,0,6.8,3,90,,
09-04-2022,24.5,31,27.3,92,0,6.2,2,100,,
10-04-2022,24.6,30.4,27,92,0,0.9,2,80,,
11-04-2022,24.2,28.8,25.3,98,13.8,1,2,280,,
12-04-2022,23.2,32,27.4,86,7,1,3,80,,
13-04-2022,24.8,32.7,28.2,84,0,4.1,2,110,,
14-04-2022,24.6,32.6,27.6,86,0,9.4,2,80,,
15-04-2022,24.1,31.8,27.3,86,0,7,3,100,,
16-04-2022,23.9,32.4,28.3,78,0,6.8,5,80,,
17-04-2022,22.8,32.8,27.7,80,0,9.5,5,90,,
18-04-2022,23.3,31.8,27.3,80,0,10.1,4,80,,
19-04-2022,23.9,31.7,28,79,0,6.3,3,90,,
20-04-2022,24.3,32.2,27.8,86,0,8.5,3,90,,
21-04-2022,25,31.4,27.5,89,0,9.4,3,100,,
22-04-2022,23.6,30.6,26.6,93,3.2,3.6,1,300,,
23-04-2022,23.5,30.4,26.3,92,4.8,2.2,2,80,,
24-04-2022,24.7,30.3,26.2,93,1.2,3.3,4,80,,
25-04-2022,23.8,31.2,27,87,3.7,1.3,3,100,,
26-04-2022,24.1,31.5,28.4,83,0,9,2,120,,
27-04-2022,23.4,32.6,25.8,89,0,8,2,120,,
28-04-2022,23.7,30.2,25.8,93,7.1,1.3,2,200,,
29-04-2022,23.4,31.2,26.8,90,2.7,2.4,2,80,,
30-04-2022,24.4,30.2,27,87,0,4.2,1,300,,
01-05-2022,24.1,31.6,27.6,86,0,0.1,4,90,,
02-05-2022,24.2,31.4,26.5,91,0,6.9,2,290,,
03-05-2022,23.4,31.4,26.4,92,13.5,4.6,3,90,,
04-05-2022,23.6,32,26.7,91,10.1,1.7,2,120,,
05-05-2022,24.2,32.2,27.6,88,0,6.5,2,100,,
06-05-2022,24,35,27.5,75,2,5.7,1,290,,
07-05-2022,24.4,35,27.5,75,0,7,3,100,,
08-05-2022,24.1,32.2,27.5,75,0,5.3,4,100,,
09-05-2022,24.1,32.4,27.4,88,6.3,9.3,3,90,,
10-05-2022,23.5,28.5,25.6,94,25,6.1,2,290,,
11-05-2022,23.4,32.8,27.7,78,5.2,1,1,270,,
12-05-2022,24.2,29.8,26,92,2,8.8,2,120,,
13-05-2022,23.8,32.4,27.5,87,1.3,1,3,90,,
14-05-2022,24.4,32,27.5,86,0,4.4,4,80,,
15-05-2022,22.8,31.5,27.4,80,2.3,2.3,2,90,,
16-05-2022,24.1,30.8,27,85,0,2.7,2,120,,
17-05-2022,23.4,31.7,27.3,80,0,1.5,3,80,,
18-05-2022,23.5,32.2,28,80,0,7.6,2,90,,
19-05-2022,24.2,32.1,27.2,86,0,8.8,3,90,,
20-05-2022,24.6,31.8,27.8,81,0,8.8,4,80,,
21-05-2022,23.9,31.2,26.3,91,0,5.8,3,100,,
22-05-2022,24.1,29.2,26.1,91,1,4.3,3,80,,
23-05-2022,24.1,31.6,27.1,90,3.5,1,3,110,,
24-05-2022,23.5,28,25.4,94,6.5,1.7,1,300,,
25-05-2022,23.3,31.6,26.5,89,20.3,1,2,220,,
26-05-2022,23.5,28.8,25.8,94,10.5,2.2,1,230,,
27-05-2022,22.5,31.2,26.3,84,0,1,3,100,,
28-05-2022,23.2,31.9,27.4,76,0,9.8,2,100,,
29-05-2022,23.5,32,27.3,78,0,10.6,3,80,,
30-05-2022,23.5,31.2,26.7,87,1.6,9.8,2,120,,
31-05-2022,23.3,31.2,27.1,83,0,4.4,2,80,,
01-06-2022,22.5,31,25.5,89,5.6,4.4,3,90,,
02-06-2022,20.4,32.5,27.8,83,0,4.6,2,120,,
03-06-2022,23.3,31.8,27.5,76,0,10.1,4,90,,
04-06-2022,23.4,30.3,26.3,82,4.1,9.2,3,100,,
05-06-2022,23.3,30,25.4,94,32.7,1.3,1,150,,
06-06-2022,21.9,31.4,26.7,78,1,2.6,2,110,,
07-06-2022,22.4,31.4,26.9,77,0,10.5,3,90,,
08-06-2022,23.4,32.2,27.1,78,0,7,2,110,,
09-06-2022,23.3,27.2,24.8,94,2.5,4.9,2,80,,
11-06-2022,23.2,31.5,26.9,73,0,6.3,3,100,,
12-06-2022,22.2,31.8,26.8,74,0,6.3,5,100,,
13-06-2022,23.6,31.2,26.7,82,0,6.2,2,110,,
14-06-2022,23.4,31.2,27.4,80,1,2.2,3,100,,
15-06-2022,23.1,31.4,26.5,86,7,2.2,3,90,,
16-06-2022,24,31.5,27.1,80,0,3.3,2,100,,
17-06-2022,23,30.8,26.2,85,2.5,5.6,1,290,,
18-06-2022,23.3,30.3,26.3,82,0,2.8,2,80,,
19-06-2022,23.1,31,26.3,84,3,4,2,80,,
20-06-2022,23.2,31.2,26.4,87,3.8,5.4,2,120,,
21-06-2022,22.8,31,27.1,78,0,5.2,2,110,,
22-06-2022,23.4,32.2,27,76,0,9.8,4,90,,
23-06-2022,23,32,27.1,65,0,4,4,90,,
24-06-2022,23.6,32.2,27.7,81,0,9.8,2,210,,
25-06-2022,23.6,32,27.8,76,0,5.5,2,220,,
26-06-2022,23.2,31.8,26.3,86,2.5,9.3,4,90,,
27-06-2022,23.2,27.8,24.8,96,11,5.2,2,250,,
28-06-2022,23,31,26.4,86,2.7,1,2,130,,
29-06-2022,23.2,31.8,26.8,81,12.2,4.2,3,80,,
30-06-2022,24.3,32.4,27.5,73,0,6.3,3,90,,
01-07-2022,24.2,32,27.6,81,0,10.2,2,100,,
02-07-2022,23.4,31,26.4,82,1.5,5,2,90,,
03-07-2022,24.2,28.8,26,92,8,3.7,2,80,,
04-07-2022,23,32.6,27.1,82,4,1,3,100,,
05-07-2022,24,31.8,27.4,78,0,10.3,3,100,,
06-07-2022,24,31,27.1,80,0,4.8,2,130,,
07-07-2022,23.5,28.4,25.4,95,4.3,1.5,1,220,,
08-07-2022,22.2,30.2,25.7,88,5.5,1,2,200,,
09-07-2022,22.6,31.2,27.1,82,0,3.8,2,90,,
10-07-2022,23.6,29.6,25.1,96,6.5,9.8,1,280,,
11-07-2022,23.2,28.4,25.1,97,8,0.2,1,220,,
12-07-2022,22.5,31.2,25.6,90,12.6,1,2,90,,
13-07-2022,22.9,29.4,25.4,94,9.8,4.8,2,130,,
14-07-2022,22.7,31.8,26.7,85,0,2,2,170,,
15-07-2022,23,31.4,27.3,83,0,9,2,140,,
16-07-2022,23.8,31,27.3,83,0,7.8,2,110,,
17-07-2022,24,28.8,25,94,0,6.9,2,290,,
18-07-2022,21.5,30.8,25.6,86,13.8,1,2,110,,
19-07-2022,22.8,31,26.8,79,0,10.3,2,130,,
20-07-2022,23.5,29.4,25.5,93,9.9,5.5,2,100,,
21-07-2022,22.4,31.8,26.4,84,0,0.1,3,80,,
22-07-2022,23.6,29.8,24.9,96,2.2,6.7,1,310,,
23-07-2022,21.9,31,26.1,88,7,1,2,160,,
24-07-2022,23,31.4,26.1,90,33.5,8.7,2,210,,
25-07-2022,22.6,31.8,26.9,82,0.3,5.7,2,90,,
26-07-2022,23.7,30.6,25.7,93,2,8,1,300,,
27-07-2022,23.4,31.4,26.6,90,5,3.8,2,100,,
28-07-2022,23.4,31.8,26.6,87,12.8,4.5,2,130,,
29-07-2022,22,29.4,26.1,92,2.4,5.3,2,310,,
30-07-2022,22.8,31,26.6,89,4.5,0.2,2,70,,
31-07-2022,24,32,27.7,78,0,0.7,2,80,,
01-08-2022,19.8,31.8,27.2,75,0,9.8,2,90,,
02-08-2022,21.6,32,27.2,82,0,10.3,3,80,,
03-08-2022,23.2,31.2,26.7,88,10.7,6.8,2,70,,
04-08-2022,23.8,28.8,24.8,96,2.5,3.9,2,80,,
05-08-2022,21.4,31,26.2,86,11.6,0.5,3,90,,
06-08-2022,21.5,30.6,25.4,90,9.5,3.2,2,290,,
07-08-2022,18.8,32.5,26.9,76,0,6.3,3,110,,
08-08-2022,24,30,26.7,85,0,9.6,2,90,,
09-08-2022,23.5,26.1,24.6,92,9,5.9,1,290,,
10-08-2022,22.2,30.2,25.3,90,14.7,1,1,190,,
11-08-2022,22.9,31.1,26.3,86,2,5,1,190,,
12-08-2022,22.5,31.4,26.4,82,0,2.9,2,90,,
13-08-2022,23.9,30,26.6,88,0,9.5,2,150,,
14-08-2022,23.8,29.9,26.6,88,10,0.9,1,70,,
15-08-2022,23.2,31.4,26.6,88,1,4.8,2,80,,
16-08-2022,23.7,30.6,25.8,83,0,8.7,2,80,,
17-08-2022,22.1,31.1,26.4,83,7.7,2.8,2,80,,
18-08-2022,23.2,30,25.8,90,4.5,10.5,1,180,,
19-08-2022,23.4,29,25.7,91,0,0.6,1,270,,
20-08-2022,22.5,31.4,26.6,84,8.5,2.9,1,120,,
21-08-2022,23.2,31.8,26.7,84,0,8.1,1,100,,
22-08-2022,23.2,28.7,25.6,86,0,8.5,1,150,,
23-08-2022,22.7,35,27.5,75,24.5,1.3,1,290,,
25-08-2022,23,31,26.2,86,0,4.3,1,160,,
26-08-2022,23.5,30.4,26.8,78,0,5.7,1,130,,
27-08-2022,22.8,31,26.7,83,0,6.1,1,150,,
28-08-2022,23.5,32.4,27.2,80,0,6.4,2,70,,
29-08-2022,24.1,31.3,26.8,87,10.2,7.3,2,80,,
30-08-2022,23.8,31.8,25.2,95,14.5,2,2,280,,
31-08-2022,22.4,30.8,25.8,89,12.9,1,1,80,,
01-09-2022,22.5,31.2,26.5,87,2.3,5.5,2,80,,
02-09-2022,23.3,30.5,26,89,0,5.1,2,210,,
03-09-2022,24.1,31.8,27.1,84,6.7,2.7,2,70,,
04-09-2022,23.4,31.4,26.9,86,0,5.7,2,70,,
05-09-2022,23.3,31.2,26.5,89,33.3,8.1,2,100,,
06-09-2022,23.9,32,26.8,85,0.2,4.7,1,70,,
07-09-2022,23.4,31.2,26.7,88,0,6.5,1,120,,
08-09-2022,23.9,31.6,27.6,77,0,6.6,2,90,,
09-09-2022,23.2,29.2,25,92,1.5,8,1,290,,
10-09-2022,23,30.6,26.2,88,20.8,0.1,2,90,,
11-09-2022,24.7,30.3,26.8,85,0,3.4,2,70,,
12-09-2022,22.5,31.8,26.7,85,0,1.3,1,140,,
13-09-2022,23.1,28.4,24.6,89,1,6.7,4,90,,
14-09-2022,23.1,32.2,27.1,80,38.4,1,3,270,,
15-09-2022,23.5,31.7,27,77,0,10,2,280,,
16-09-2022,23.9,31.1,26.8,78,0,6.8,1,280,,
17-09-2022,23.6,28.6,25.5,92,6.5,4,2,90,,
18-09-2022,22.3,31.2,26.2,84,6,1,2,240,,
19-09-2022,23.2,31.2,26.6,83,0,9.7,1,270,,
20-09-2022,23.4,29.5,26.2,88,0.1,8.8,2,90,,
22-09-2022,23.6,32,26.9,84,21,3,1,180,,
23-09-2022,22.9,31.1,26.7,78,0,7.5,2,230,,
24-09-2022,22.8,31.6,26.8,82,0,6.6,1,80,,
25-09-2022,23.8,29.6,25.8,94,10.5,7.3,2,140,,
26-09-2022,23.8,31.5,27.4,80,0,0.3,1,90,,
27-09-2022,23,31.4,26.8,80,2.2,9,2,70,,
28-09-2022,24,31.6,26.9,79,0,6.1,2,270,,
29-09-2022,23.5,31.2,26.6,83,2.5,2.3,1,90,,
30-09-2022,23,32,27.5,82,0,5.8,2,90,,
01-10-2022,23.6,32,27.2,80,6,9.4,2,360,,
02-10-2022,23.9,31.8,26.9,86,1,9.5,1,300,,
03-10-2022,23.8,32.6,28,79,0,7.8,3,230,,
